Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8162,0.7068,0.4464,0.8198,0.3593,0.7225,0.3646,1995
0.8184,0.7002,0.4551,0.8186,0.3688,0.7128,0.3934,1996
0.8096,0.698,0.4442,0.8127,0.3548,0.7286,0.3646,1997
0.8074,0.7068,0.453,0.8117,0.3547,0.7216,0.3619,1998
0.8118,0.709,0.4508,0.8177,0.3615,0.7164,0.3902,1999
