Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(82.54, 0.32)","(70.24, 0.46)","(44.51, 0.33)","(82.93, 0.33)","(36.55, 0.44)","(71.75, 0.66)","(38.59, 1.25)"
