Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.8122,0.8184,0.8657,0.866,0.5765,0.5574,0.5048,0.8027,0.5049,1990
0.8223,0.8279,0.8685,0.8688,0.5727,0.5531,0.512,0.7944,0.5126,1991
0.8163,0.822,0.8635,0.8637,0.5727,0.5551,0.5029,0.7981,0.5028,1992
0.8266,0.8313,0.869,0.8688,0.5761,0.5559,0.5005,0.8008,0.5007,1993
0.8231,0.8283,0.8654,0.8656,0.5598,0.5437,0.5114,0.795,0.5114,1994
