Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8337,0.6915,0.4048,0.8355,0.3775,0.7042,0.3807,1990
0.8162,0.6915,0.4464,0.8203,0.3686,0.704,0.3897,1991
0.8031,0.6696,0.4289,0.8027,0.3686,0.7106,0.4017,1992
0.8206,0.698,0.4398,0.8246,0.3641,0.7174,0.3817,1993
0.8184,0.698,0.4311,0.8232,0.3631,0.7173,0.3815,1994
