Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.31, 0.64)","(68.84, 1.22)","(44.38, 0.67)","(81.51, 0.69)","(36.39, 0.41)","(71.68, 0.73)","(37.65, 0.77)"
