Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8293,0.6915,0.4354,0.8317,0.3636,0.7095,0.3748,1990
0.8271,0.7133,0.4661,0.83,0.3588,0.709,0.3722,1991
0.8096,0.7002,0.4726,0.8133,0.3628,0.7094,0.3852,1992
0.8206,0.7068,0.4464,0.8241,0.3628,0.7163,0.3682,1993
0.8249,0.7024,0.4376,0.8293,0.3728,0.7094,0.3786,1994
