Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8228,0.6937,0.4639,0.8257,0.3562,0.7308,0.3694,1990
0.7987,0.6958,0.4705,0.8032,0.3633,0.7088,0.3691,1991
0.8053,0.6915,0.4354,0.81,0.3693,0.7049,0.3751,1992
0.8293,0.7002,0.4573,0.8297,0.3611,0.723,0.3717,1993
0.8074,0.6958,0.4267,0.8107,0.3668,0.7149,0.385,1994
