Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(81.89, 0.76)","(82.47, 0.68)","(86.43, 0.38)","(86.47, 0.36)","(57.49, 0.42)","(55.54, 0.42)","(50.59, 0.37)","(79.89, 0.3)","(50.59, 0.37)"
