Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(83.37, 0.0)","(83.78, 0.0)","(87.45, 0.0)","(87.42, 0.0)","(57.05, 0.0)","(55.18, 0.0)","(50.52, 0.0)","(79.98, 0.0)","(50.58, 0.0)"
