Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.36, 0.73)","(69.24, 1.15)","(43.76, 1.3)","(81.81, 0.7)","(36.88, 0.63)","(71.25, 1.02)","(38.0, 0.92)"
