Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.814,0.709,0.4442,0.817,0.3655,0.7223,0.3726,1990
0.7987,0.6958,0.4464,0.8034,0.3689,0.7055,0.3699,1991
0.8074,0.674,0.4442,0.8099,0.3633,0.7136,0.3837,1992
0.8228,0.7112,0.442,0.8233,0.3625,0.7237,0.381,1993
0.8096,0.6805,0.4311,0.814,0.363,0.7167,0.3714,1994
