Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8271,0.7002,0.4289,0.8307,0.3666,0.7188,0.3758,1990
0.8381,0.7068,0.453,0.8401,0.3688,0.7081,0.385,1991
0.8228,0.6893,0.4398,0.8264,0.3619,0.7107,0.3682,1992
0.8293,0.7155,0.4705,0.8315,0.3463,0.7345,0.3587,1993
0.8228,0.6915,0.442,0.8251,0.3473,0.7385,0.3566,1994
