Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.31, 0.11)","(68.84, 1.06)","(44.55, 0.74)","(81.68, 0.13)","(36.74, 0.81)","(71.16, 1.04)","(39.27, 0.62)"
