Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.814,0.7024,0.4508,0.817,0.3632,0.7087,0.3935,1990
0.8118,0.698,0.4573,0.8155,0.3581,0.7234,0.3845,1991
0.8118,0.6805,0.442,0.8153,0.3748,0.7095,0.3975,1992
0.814,0.674,0.4398,0.8187,0.3619,0.7218,0.3869,1993
0.814,0.6871,0.4376,0.8173,0.3792,0.6948,0.4011,1994
