Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8074,0.6849,0.4026,0.8115,0.3942,0.6782,0.4213,1990
0.8337,0.6915,0.4114,0.8368,0.382,0.7039,0.4051,1991
0.8096,0.6674,0.3742,0.8127,0.4032,0.6621,0.4325,1992
0.8074,0.6783,0.4158,0.8113,0.3883,0.684,0.426,1993
0.8184,0.6937,0.4048,0.8239,0.3855,0.7078,0.4204,1994
