Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8293,0.7068,0.4508,0.8335,0.3636,0.7233,0.3684,1990
0.8228,0.6937,0.442,0.8259,0.3681,0.7169,0.3877,1991
0.8206,0.7024,0.442,0.8254,0.3692,0.7138,0.3842,1992
0.8271,0.7046,0.4442,0.8292,0.3689,0.7076,0.4073,1993
0.8271,0.7046,0.4464,0.8325,0.3578,0.726,0.3819,1994
