Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8118,0.6893,0.453,0.8136,0.3615,0.7127,0.3709,1990
0.8118,0.6915,0.4333,0.8148,0.359,0.7266,0.384,1991
0.8031,0.674,0.442,0.8035,0.3697,0.7129,0.3741,1992
0.8228,0.709,0.4486,0.8245,0.3616,0.7243,0.3667,1993
0.8162,0.6783,0.442,0.8191,0.3676,0.7077,0.3868,1994
