Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.8298,0.8337,0.8632,0.8628,0.5737,0.5538,0.5083,0.8013,0.5079,1990
0.8246,0.8291,0.8624,0.8621,0.5677,0.5501,0.5067,0.7941,0.5068,1991
0.83,0.8344,0.8698,0.8696,0.5724,0.5531,0.5066,0.8018,0.506,1992
0.8242,0.8291,0.8668,0.8667,0.5703,0.5508,0.5089,0.7992,0.5088,1993
0.8347,0.8388,0.8729,0.8725,0.5709,0.5523,0.5053,0.7998,0.5058,1994
