Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.821,0.8265,0.8668,0.867,0.5553,0.5381,0.5202,0.7908,0.5201,1990
0.8167,0.8226,0.8668,0.867,0.5718,0.5518,0.5065,0.8045,0.5067,1991
0.8045,0.8117,0.8591,0.86,0.5718,0.5523,0.5096,0.8017,0.5091,1992
0.8109,0.8174,0.8616,0.8622,0.5707,0.5518,0.5106,0.7997,0.5106,1993
0.8128,0.8191,0.8624,0.8629,0.5774,0.56,0.5037,0.8033,0.5039,1994
