Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8359,0.698,0.4486,0.8392,0.3618,0.7217,0.3741,1990
0.8271,0.6915,0.4398,0.8294,0.3758,0.7025,0.3902,1991
0.8074,0.6827,0.4223,0.8122,0.3653,0.708,0.372,1992
0.8337,0.7068,0.4551,0.8334,0.3528,0.7332,0.3679,1993
0.8118,0.698,0.4486,0.815,0.347,0.7379,0.3579,1994
