Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(82.32, 1.15)","(69.54, 0.8)","(44.29, 1.14)","(82.58, 1.05)","(36.05, 1.0)","(72.07, 1.38)","(37.24, 1.05)"
