Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(83.28, 0.58)","(70.15, 1.51)","(45.47, 2.4)","(83.55, 0.57)","(35.67, 0.74)","(72.75, 0.75)","(37.14, 0.79)"
