Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8249,0.6783,0.4245,0.8277,0.3806,0.6956,0.3965,1990
0.7899,0.6783,0.4136,0.7919,0.3775,0.6936,0.3951,1991
0.8206,0.709,0.4464,0.8225,0.3686,0.7058,0.3807,1992
0.8118,0.6958,0.4092,0.8158,0.383,0.6925,0.3987,1993
0.8184,0.6915,0.442,0.8205,0.3811,0.6914,0.4046,1994
