Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8118,0.6871,0.453,0.8155,0.3595,0.7239,0.3696,1990
0.8206,0.6958,0.4398,0.8244,0.359,0.7233,0.374,1991
0.8162,0.6849,0.4267,0.8191,0.3692,0.7088,0.3804,1992
0.8118,0.7046,0.4464,0.815,0.3625,0.7249,0.3747,1993
0.8074,0.7024,0.442,0.812,0.3633,0.7218,0.3832,1994
