Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8228,0.6958,0.4617,0.8254,0.3631,0.7165,0.3742,1990
0.8315,0.698,0.4573,0.8338,0.3647,0.7182,0.3951,1991
0.8184,0.6871,0.4508,0.8211,0.3565,0.7263,0.3792,1992
0.8249,0.7068,0.4639,0.8246,0.3517,0.7327,0.3664,1993
0.8271,0.698,0.4551,0.8283,0.3458,0.7405,0.3515,1994
