Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8118,0.698,0.4354,0.8155,0.3657,0.7174,0.3756,1990
0.8315,0.6827,0.4267,0.8269,0.3943,0.6942,0.43,1991
0.8118,0.6937,0.4201,0.8162,0.3644,0.7133,0.3674,1992
0.8228,0.7002,0.4595,0.8254,0.3554,0.7265,0.371,1993
0.8315,0.6849,0.4442,0.8338,0.3573,0.7293,0.3586,1994
