Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.88, 1.24)","(69.63, 1.12)","(43.59, 1.08)","(82.19, 1.15)","(36.56, 0.45)","(71.86, 0.62)","(38.46, 0.65)"
