Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8206,0.6958,0.4245,0.8236,0.3706,0.7103,0.3755,1990
0.8074,0.6871,0.4398,0.8089,0.3626,0.7243,0.384,1991
0.8206,0.7002,0.4661,0.8252,0.3562,0.7333,0.3634,1992
0.8271,0.7133,0.4376,0.8294,0.3632,0.7233,0.3671,1993
0.8315,0.6958,0.4201,0.8345,0.3623,0.7275,0.3659,1994
