Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.66, 0.79)","(68.71, 1.66)","(43.85, 1.24)","(81.99, 0.69)","(36.91, 0.74)","(70.87, 1.23)","(38.47, 1.15)"
