Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8228,0.6674,0.4223,0.8248,0.3824,0.7,0.3945,1990
0.7987,0.6827,0.4617,0.8032,0.3636,0.7135,0.3807,1991
0.8228,0.6871,0.4705,0.8266,0.352,0.7198,0.3538,1992
0.8249,0.7002,0.4573,0.8282,0.3508,0.7339,0.3689,1993
0.8074,0.6893,0.4354,0.8107,0.3712,0.7108,0.388,1994
